Movie,Critic,Rating,Source,Review,Date
Maleficent: Mistress of Evil,Tania Lamb,fresh,Lola Lambchops,"When Angelina Jolie gives you the look that only she can, you get those Maleficent chills. Perhaps too violent for small children, I appreciate a different take on a classic tale, especially with all these remakes.","October 15, 2019"
Maleficent: Mistress of Evil,Rachel Wagner,rotten,rachelsreviews.net,It's a real bummer because if they had kept the strange tone of the early scenes I could have had a surprise hit.,"October 15, 2019"
Maleficent: Mistress of Evil,Doug Jamieson,rotten,The Jam Report,"While there's plenty of visual mastery at play here, it's simply not enough to warrant this rather tiresome sequel.","October 15, 2019"
Maleficent: Mistress of Evil,Hoai-Tran Bui,rotten,Slashfilm,"This lofty sequel sacrifices all the storybook whimsy in favor of political intrigue and dark plots that are far too complicated to be wrapped up by a typical Disney happy ending, and end up landing with a thud.","October 15, 2019"
Maleficent: Mistress of Evil,Clarisse Loughrey,rotten,Independent (UK),"Maleficent may have offered a sharp, original take on a well-worn story, but its sequel just feels like more fantasy fluff.","October 15, 2019"
Maleficent: Mistress of Evil,Kirsten Acuna,fresh,Insider,"""It's the hostility and brewing war between Jolie and Pfeiffer's characters and their masterful performances that make the sequel worth a watch.""","October 15, 2019"
Maleficent: Mistress of Evil,Scott Mendelson,fresh,Forbes,"It's better than the first, features strong performances and goes unexpectedly wild in the third act, suggesting the unholy offspring of a union between 'Gargoyles,' 'Avatar' and 'Aquaman.' (Yes, that's a compliment)","October 15, 2019"
Maleficent: Mistress of Evil,Brian Truitt,fresh,USA Today,"Jolie's magnetism, plus the way she toes the line between being a fairy version of Batman and a menacing mistress of not-quite-evil-but-pretty-close, is why these ""Maleficent"" movies work.","October 15, 2019"
Maleficent: Mistress of Evil,Tim Robey,rotten,Daily Telegraph (UK),"Rnning, who served his Hollywood apprenticeship on the fifth Pirates of the Caribbean film, seems to be enslaving himself to franchises which dictate the most anonymous job possible.","October 15, 2019"
Maleficent: Mistress of Evil,Jesse Hassenger,rotten,AV Club,Some movies twist; the Maleficent series politely flips on a signal before any turns.,"October 15, 2019"
Maleficent: Mistress of Evil,Justin Chang,fresh,Los Angeles Times,"It's hard not to appreciate the sheer derangement of the plot that Ingrith has concocted, which is so cruel and so elaborate... as to make even the original Maleficent's machinations in ""Sleeping Beauty"" look tame by comparison.","October 15, 2019"
Maleficent: Mistress of Evil,Leah Greenblatt,rotten,Entertainment Weekly,It mostly registers as a series of elaborate fauna-drenched screensavers stretched to fit across two hours of vague Disney myth.,"October 15, 2019"
Maleficent: Mistress of Evil,Peter Bradshaw,rotten,Guardian,"This Maleficent is disappointing, although Jolie certainly sells it hard, as does Fanning, who takes it as seriously as anything else in her career.","October 15, 2019"
Maleficent: Mistress of Evil,Eric Kohn,rotten,indieWire,"Embrace the imagery and ""Mistress of Evil"" almost works on its own terms, but anyone grasping for the bigger picture will find that it often evaporates under scrutiny.","October 15, 2019"
Maleficent: Mistress of Evil,Brent Hankins,rotten,The Lamplight Review,"Maleficent: Mistress of Evil may have the dubious honor of becoming the Disney film with the highest body count, but that's about the only distinction worth bestowing upon it.","October 15, 2019"
Maleficent: Mistress of Evil,Todd McCarthy,rotten,Hollywood Reporter,A sequel that feels programmed to within an inch of its life.,"October 15, 2019"
Maleficent: Mistress of Evil,Peter Debruge,rotten,Variety,"The true Disney villains in this case are off screen, sabotaging the studio's canon from within.","October 15, 2019"
Maleficent: Mistress of Evil,Eric Eisenberg,rotten,CinemaBlend,"Once again there are some interesting concepts floated - like a magical mother vs. mother showdown, and a manipulated war between faeries and humans - but none of the material sticks together.","October 15, 2019"
Maleficent: Mistress of Evil,Matt Maytum,rotten,Total Film,An uninspired and unnecessary sequel that won't leave you spellbound. There's neither enough Maleficent or genuine magic to make it worth a revisit.,"October 15, 2019"
Maleficent: Mistress of Evil,Helen O'Hara,fresh,Empire Magazine,"An improvement on the first film, in the end, and an encouraging rallying cry against fear and intolerance, but it's still far too busy and baroque to match its leading lady's elegance.","October 15, 2019"
Maleficent: Mistress of Evil,Ian Sandwell,fresh,Digital Spy,"Has it been worth the wait? Well, kind of. Freed from the need to redo Sleeping Beauty, it's a superior sequel and often fun, but still not without its flaws.","October 15, 2019"
Maleficent: Mistress of Evil,Tessa Smith,fresh,Mama's Geeky,"Maleficent: Mistress of Evil is a visually stunning, but also very dark and violent. While it is a heartwarming mother/daughter tale, be cautious when taking young kids.","October 15, 2019"
Harriet,Dan Webster,fresh,Spokesman-Review (Washington),"So while, similar to the real-life human being it portrays, the movie ""Harriet"" might have its flaws, it is an important depiction for our time: at least as important as a future president's supposed chopping down of a cherry tree.","November 15, 2019"
Harriet,Michael Calleri,fresh,Niagara Gazette,"Starting with a magnificent, Oscar-worthy Cynthia Erivo as slave Harriet Tubman, the entire flawless cast assists director Kasi Lemmons and her co-screenwriter Gregory Allen Howard in measures that are both inspirational and remarkable.","November 14, 2019"
Harriet,Lisa Jensen,fresh,Good Times Santa Cruz,"Lemmons' melodramatic flourishes can be overdone... But Harriet's story is so important, it rises in triumph over all obstacles -- like the woman herself.","November 13, 2019"
Harriet,Matthew Lucas,fresh,"The Dispatch (Lexington, NC)","There's something undeniably rousing about the way Lemmons directs this, as if she's directing a superhero film with Tubman as the hero.","November 11, 2019"
Harriet,Jonita Davis,fresh,The Black Cape,'Harriet' is a portrait of a Black woman that so relatable and so real that only a Black woman could've told this story. Kasi Lemmons did that and more.,"November 11, 2019"
Harriet,Chris Knight,rotten,National Post,"The by-the-numbers telling doesn't do justice to the power and scale of her accomplishments, though Cynthia Erivo (Widows, Bad Times at the El Royale) does good work in the title role","November 9, 2019"
Harriet,Robert Roten,fresh,Laramie Movie Scope,This movie is a powerful portrait of a remarkable woman. It also highlights the dangers faced by slaves trying to escape to freedom. It provides an inspirational representation of Harriet Tubman and the times she lived in.,"November 8, 2019"
Harriet,Jim Judy,fresh,Screen It!,"The film is worth seeing simply for the history-making moments as well as Erivo's terrific lead performance. (Full Content Review for Parents - Violence, Profanity, etc. - also Available)","November 8, 2019"
Harriet,Janaya Greene,fresh,Chicago Reader,The film is dramatized in a way that neither exaggerates nor lessens Harriet's extremely real struggle-no film can tarnish a legacy so profound.,"November 7, 2019"
Harriet,Korey Coleman,rotten,Double Toasted,"It's not a bad-looking movie, it's a professionally-done film, but it doesn't stand out from anything else...","November 7, 2019"
Harriet,Martin Thomas,rotten,Double Toasted,"So much of it is designed to be crowd-pleasing, not go to deep. And that's sad, because here you have a figure where you can go real deep...too much of a TV movie.","November 7, 2019"
Harriet,Allen Adams,fresh,The Maine Edge,"Harriet can't quite ascend to the top of the pedestal on which it has placed its subject - and really, how could it?","November 7, 2019"
Harriet,Armond White,rotten,National Review,"In Harriet, Millennial hindsight and historical revision come off as pompous and patronizing.","November 7, 2019"
Harriet,Andrew Stover,rotten,Film Inquiry,Harriet is a formulaic biopic that doesn't take any creatively clever leaps to ensure this biopic deserves to be associated with the historical significance of Harriet Tubman.,"November 7, 2019"
Harriet,Ben Rolph,fresh,Discussing Film,Harriet is breathtaking and truly inspiring. Tears will flow.,"November 6, 2019"
Harriet,Tim Appelo,fresh,AARP Movies for Grownups,"This is a solid, entertaining film.","November 6, 2019"
Harriet,Alexandra MacAaron,fresh,Women's Voices for Change,"As true-life abolitionist and conductor on the underground railroad Cynhia Erivo will take your breath away. If the movie is at times formulaic, it is nevertheless a beautiful and emotionally rewarding tribute to the real Tubman.","November 6, 2019"
Harriet,Jackie K. Cooper,fresh,jackiekcooper.com,An overdue film about one of history's greatest heroines. Not only do we get to see Erivo's acting skills we also get to hear her wonderful voice. Chances are Tubman's story was more dramatic than shown but it is still an educating and entertaining film.,"November 5, 2019"
Harriet,Susan Granger,fresh,SSG Syndicate,"Inspirational biopic, hampered only by its simplified, conventional story-telling.","November 5, 2019"
Harriet,Jared Mobarak,fresh,Jaredmobarak.com,"We're very much watching the origin story of a superhero guided by God's hand. When Tubman speaks, every man stops to listen. That's more than power. It's respect.","November 5, 2019"
Harriet,Candace McDuffie,fresh,Christian Science Monitor,"For two hours, we are enveloped in the greatness and valiance of black womanhood -- something we hope to see again soon on the big screen.","November 4, 2019"
Harriet,Abbie Bernstein,fresh,Assignment X,"We come out of HARRIET feeling like we've seen something important that we ought to have seen. But we don't feel like we've lived through it alongside any of its people, and it seems like that should have been part of the experience.","November 4, 2019"
Harriet,Nate Adams,rotten,The Only Critic,"""Harriet"" lacks a sense of urgency nor does it rise to a level where it's more than just a fine piece of casual movie-going. In some circles, that'll be okay, but I think Harriet Tubman deserves better than average storytelling.","November 4, 2019"
Harriet,Sara Michelle Fetters,fresh,MovieFreak.com,"Thanks to a powerhouse performance from Erivo and stellar direction from filmmaker Kasi Lemmons, biographical drama Harriet frequently lives up to the weight of expectation.","November 4, 2019"
Harriet,Ciara Wardlow,fresh,Pajiba,"It's well researched, well crafted, well-acted, and ultimately well worth your time. But its overall adherence to tired old biopic conventions ultimately keeps it from being truly great, and that's a damn shame.","November 3, 2019"
Harriet,Johanna Schneller,fresh,Globe and Mail,"The pint-sized Erivo captures the pint-sized Tubman's determination and fire. And by focusing on the violence slavery did to families, Lemmons makes us feel its outrages afresh.","November 3, 2019"
Harriet,Adam Graham,rotten,Detroit News,"""Harriet"" often feels in awe of its subject, like it's staring at her through museum glass. There's a better, bolder story to be told from Tubman's life. ""Harriet"" is a start, but it never catches fire.","November 3, 2019"
Harriet,Angelica Jade Bastin,rotten,New York Magazine/Vulture,Harriet never feels like a fully formed human being with all the doubts and desires that come with that distinction.,"November 3, 2019"
Harriet,Kimberly Pierce,fresh,Geek Girl Authority,"Perspective is incredibly important to a movie like Harriet and as is, it is a very uplifting and powerful story; however, it runs the risk of being an overly Hollywoodized retelling, and this falls to the audience to know their expectations.","November 2, 2019"
Harriet,Rene Sanchez,fresh,Cine Sin Fronteras,A standard biopic that manages to showcase an extraordinary real-life story and a vibrant and moving performance from Cynthia Erivo. [Full Review in Spanish],"November 2, 2019"
Harriet,John Urbancich,rotten,Your Movies (cleveland.com),"There are moments that absolutely rivet. Many others, not so much.","November 2, 2019"
Harriet,Todd Jorgenson,fresh,Cinemalogue,"This formulaic yet compelling biopic powerfully resonates across cultural, chronological, and geographical boundaries.","November 2, 2019"
Harriet,Richard Roeper,fresh,Chicago Sun-Times,"The crackling historical fiction frames her harrowing rescue missions in fast-paced, quick-cut style.","November 2, 2019"
Harriet,Kiko Martinez,rotten,San Antonio Current,"Sadly, Harriet is destined to fall under the same category as other inadequate biopics like Cesar Chavez or Hyde Park on the Hudson. Simply put: They're all films that can't live up to their subjects' extraordinary lives.","November 2, 2019"
Harriet,Roger Moore,rotten,Movie Nation,Cut out the theatrical and dramatically flat third act and you've got something.,"November 2, 2019"
Harriet,Wendy Shreve,fresh,Featuring Film,"However, as the plot unfolds, we can't help feeling that the character has many facets left unexplored.","November 2, 2019"
Harriet,Christy Lemire,rotten,FilmWeek (KPCC - NPR Los Angeles),"[Cynthia Erivo] is really great, but the film is an unfortunately really safe, by-the-numbers biopic.","November 1, 2019"
Harriet,Soraya Nadia McDonald,rotten,The Undefeated,"Harriet is so consumed with reverence for the patron saint of Black History Month that it neglects to make her, or any of the supporting characters around her, a real person.","November 1, 2019"
Harriet,Nicholas Bell,fresh,IONCINEMA.com,"It's certainly a testament to [Harriet Tubman's] unfathomable resiliency -- and yet, this is a film which becomes more a conduit for conversation.","November 1, 2019"
Harriet,Lisa Trifone,rotten,Third Coast Review,"Perhaps as filmmakers delve deeper into the many, many untold stories of Tubman's era, we'll get a film (or two) that does the woman and her incredible life story justice.","November 1, 2019"
Harriet,Ann Hornaday,fresh,Washington Post,"Clear, linear, sometimes bluntly obvious, ""Harriet"" is a rich, enlightening portrait - as sturdy and straightforward as the title character herself.","November 1, 2019"
Harriet,Dan Lybarger,rotten,Arkansas Democrat-Gazette,"Despite being anchored by a terrific performance from Cynthia Erivo, Harriet lacks the focus and the narrative drive to do her story justice.","November 1, 2019"
Harriet,Ty Burr,fresh,Boston Globe,"""Harriet"" is a big, conventional Hollywood bio-pic except for the parts that aren't conventional at all... and the movie as a whole is worthy - a stirring if somewhat ham-fisted telling of a life that needs to be known by all Americans.","November 1, 2019"
Harriet,Stephanie Long,fresh,Refinery29,"Despite casting backlash, Erivo's portrayal of Tubman is gripping, capturing Harriet's determination, strength, and fortitude in a way that's yet to be seen on screen.","November 1, 2019"
Harriet,Michael Medved,fresh,The Michael Medved Show,Cynthia Erivo is outstanding in this role... and director/co-writer Kasi Lemmons should get Oscar consideration for an exceptional achievement.,"November 1, 2019"
Harriet,Hoai-Tran Bui,fresh,Slashfilm,"Erivo is magnificent in the Kasi Lemmons-directed film, channeling a fiery rage and raw vulnerability in a performance that soars above the generic biopic formula that Harriet unfortunately cannot escape.","November 1, 2019"
Harriet,Daniel M. Kimmel,fresh,New England Movies Weekly,This is a movie where a black heroine defies everyone who tells her she cannot succeed... and then proceeds to do just that.,"November 1, 2019"
Harriet,Kenneth Turan,fresh,Los Angeles Times,"Though ""Harriet"" falters when it adds increasing amounts of action melodrama to the mix, the truth of Tubman's life, like leading Union soldiers during the Civil War, continues to astonish, as does the performance of the woman who brings her to life.","November 1, 2019"
Harriet,Anne Brodie,fresh,What She Said,"The film avoids hagiography and could easily have gone there, but aside from a few missteps, its a solid enough and what a story!","November 1, 2019"
Harriet,Rex Reed,fresh,Observer,"It's a harrowing, heroic story that comes along at a perfect time, told with a mixture of inspiration and adventure, although sadly lacking an undertone of legendary significance the story of Harriet Tubman deserves.","November 1, 2019"
Harriet,Joe Friar,fresh,The Victoria Advocate,"Cynthia Erivo's spirited performance as the heroic Harriet Tubman is the highlight of the first biopic about the American abolitionist, suffragist, political activist, and humanitarian.","November 1, 2019"
Harriet,Philip De Semlyen,rotten,Time Out,"Try as it might to present her as a kind of pistol-toting Dirty Harriet, this clunky biopic -- directed and co-scripted by Kasi Lemmons -- doesn't come close to doing her justice.","November 1, 2019"
Harriet,Megan Basham,fresh,WORLD,"Beautifully staged and tremendously acted, the PG-13 Harriet provides fascinating (though awful) legal details on slavery as an institution... The film does an equally fine job depicting the Christian faith that shaped Tubman's life.","November 1, 2019"
Harriet,Ann Hornaday,fresh,Pittsburgh Post-Gazette,"""Harriet"" is the kind of instructional, no-nonsense biopic that may not take many artistic risks or sophisticated stylistic departures but manages to benefit from that lack of pretension.","November 1, 2019"
Harriet,Melodie Smith,fresh,Cleveland Plain Dealer,"The movie's ace in the hole is Cynthia Erivo as Tubman, in a pitch-perfect lead performance. The Tony Award-winning actress gives Tubman the warmth, intelligence and fearlessness the true-life American heroine deserves.","November 1, 2019"
Harriet,Max Weiss,fresh,Baltimore Magazine,This kind of American history deserves a film like this,"November 1, 2019"
Harriet,Robert Denerstein,fresh,Denerstein Unleashed,"Part action hero and part American icon, the Harriet that emerges on screen kicks butt and, yes, that's satisfying, given the people whose butt she's kicking.","November 1, 2019"
Harriet,Josh Terry,fresh,Deseret News (Salt Lake City),"""Harriet"" is a powerful story about a powerful person in American history, but it still feels like it belongs on the second tier of biopics and needs a bit more meat to make the tribute truly resonate.","November 1, 2019"
Harriet,Tomris Laffly,fresh,RogerEbert.com,Lemmons' greatest asset here is undoubtedly the tough-as-nails performance at the heart of her film.,"November 1, 2019"
Harriet,Matthew Lickona,rotten,San Diego Reader,"The gospel songs are gorgeously performed and cleverly deployed, but the rest of the soundtrack makes an absolute mess of the film's mood: swoopy where it should be driven, wistful where it should be achingly tense.","November 1, 2019"
Harriet,Gary Wolcott,fresh,"KXL-FM (Portland, OR)",A Cliff's Notes movie. It tries to pack this extraordinary life into just 2 hours. Tubman deserves 4 or more. My highest rating only because of Cynthia Erivo's performance.,"November 1, 2019"
Harriet,Linda and Al Lerner,fresh,Movies and Shakers,"Lemmons picked a leading lady loaded with talent to play this important American in a film which has been a long time coming. But, this film is really more of a textbook lesson than an emotional heart tugger.","November 1, 2019"
Harriet,Daniel Neman,rotten,St. Louis Post-Dispatch,"""Harriet"" plays more as the kind of movie that would be shown to a high school class studying the pre-Civil War era.","November 1, 2019"
Harriet,Steve Crum,fresh,Video-Reviewmaster.com,"The film looks and feels more like a well done History Channel reenactment. The facts are solid, but the emotional impact is lacking.","November 1, 2019"
Harriet,Mark Dujsik,rotten,Mark Reviews Movies,[T]here were multitudes to this woman and her accomplishments. We're left with only a piece of them.,"November 1, 2019"
Harriet,Sean P. Means,fresh,The Movie Cricket,It was only a matter of time before Tony winner Cynthia Erivo found the starring movie role she deserved: Harriet Tubman.,"November 1, 2019"
Harriet,Nell Minow,fresh,Movie Mom,"Erivo is incandescent in the role, one of the great performances of the year in a story that is as vital as history as it is timely.","November 1, 2019"
Harriet,Michael Smith,fresh,Tulsa World,"At a minimum, the movie earns high marks for its attempts at historical accuracy in telling her story.","October 31, 2019"
Harriet,David Bax,rotten,Battleship Pretension,"With its orthodox aesthetics (balanced frames) and structure (voiceovers and flashbacks) and its sentimental score (by the usually reliable Terence Blanchard), it might as well be a TV movie of the week from 30 years ago.","October 31, 2019"
Harriet,Mark Jenkins,fresh,NPR,"If the movie doesn't burn as brightly as Tubman's legacy, the tale it tells is illuminating nonetheless.","October 31, 2019"
Harriet,Bill Goodykoontz,fresh,Arizona Republic,Erivo captures both Tubman's defiance and her headstrong courage. But the film overall feels too conventional. It simply cannot fully capture the inspiring story of Tubman's incredible life.,"October 31, 2019"
Harriet,Frank Swietek,fresh,One Guy's Opinion,"A worthwhile if rather conventional effort-a strong, solid biography of an historically significant figure that's educational, inspirational and emotionally potent.","October 31, 2019"
Harriet,Roxana Hadadi,fresh,AV Club,"Cynthia Erivo makes a compelling Harriet Tubman in Harriet, a slightly shallow biopic of the American hero.","October 31, 2019"
Harriet,John Wirt,fresh,"Advocate (Baton Rouge, LA)",Cynthia Erivo's performance as the film's heroic title character is the move's highest card.,"October 31, 2019"
Harriet,A.O. Scott,fresh,New York Times,"It is a rousing and powerful drama, respectful of both the historical record and the cravings of modern audiences.","October 31, 2019"
Harriet,Brian Lowry,fresh,CNN.com,"Harriet is an overdue, mostly worthwhile tribute -- one whose main flaw involves dressing up her story more than its real-life heroism requires.","October 31, 2019"
Harriet,Andr Hereford,fresh,"Metro Weekly (Washington, DC)","A magnetic presence onscreen, Erivo captures Harriet Tubman's nerve, guile, and iron will.","October 31, 2019"
Harriet,George Thomas,fresh,Akron Beacon Journal,"Harriet isn't perfect, but it entertains and informs.","October 31, 2019"
Harriet,Loren King,fresh,Newport This Week (RI),"Erivo's stunning performance is the main reason to see ""Harriet,"" a solid, well-crafted film that aims more for education than innovation.","October 31, 2019"
Harriet,Courtney Small,fresh,That Shelf,Erivo's performance is the breath of fresh air that keeps Harriet from suffocating under the burden of expectation.,"October 31, 2019"
Harriet,Peppur Chambers,fresh,Black Girl Nerds,"'Harriet' is a poster child for a ""Yes"" Vote for the Reparations Bill","October 31, 2019"
Harriet,Jocelyn Noveck,fresh,Associated Press,"It's hard to go too far wrong, though, with a story as compelling as Tubman's and an actress as vivid as Erivo. Better to celebrate the arrival of what hopefully will be a slew of Tubman films, and look forward to those Tubman bills in our wallets.","October 31, 2019"
Harriet,Abby Olcese,fresh,Crooked Marquee,"Harriet may not be challenging, and it may not be great art, but it's hard to fault the film for how much it wants its audience to respect its subject.","October 31, 2019"
Harriet,Joey Magidson,rotten,Hollywood News,"Cynthia Erivo does her best to rescue the film. She finds the passion in Tubman, though too often the script in ""Harriet"" lets her down.","October 31, 2019"
Harriet,Laura Clifford,fresh,Reeling Reviews,...completing a kind of African American magical realism trilogy...[Lemmons'] latest film is more successful as history lesson than cinematic artistry.,"October 31, 2019"
Harriet,Jana Monji,fresh,Pasadena Weekly,"A major movie on Harriet Tubman is long overdue and, for all of its faults... ""Harriet"" is a good start in that direction.","October 31, 2019"
Harriet,Jeff York,rotten,Creative Screenwriting,"Tubman's story is a fascinating one, but those tasked with telling it here ended up treating her narrative with far too much reverence. They've also squeezed too many chapters of her biography into its 125-minute running time.","October 31, 2019"
Harriet,Travis Hopson,fresh,Punch Drunk Critics,"Kasi Lemmons' biopic Harriet occupies a special place for presenting a version of Tubman that we haven't seen, one that is stylish and fierce and a little like a superhero.","October 31, 2019"
Harriet,Marisa Carpico,fresh,The Pop Break,...the picture it paints about the shameful truth of America's deep-seated racism is a rebuke to any glorification of the south on film or otherwise.,"October 31, 2019"
Harriet,Ken Eisner,rotten,Georgia Straight,"By reinforcing her mystical qualities, it undermines her stunning efficacy as a real person who simply, and fiercely, had the courage to act.","October 31, 2019"
Harriet,Rafer Guzman,fresh,Newsday,A conventional but engaging biopic about a crucial American figure.,"October 31, 2019"
Harriet,Stephanie Zacharek,fresh,TIME Magazine,"It's as if Tubman walks among us, melting away the years between her life and ours.","October 31, 2019"
Harriet,Chris Hewitt,fresh,Minneapolis Star Tribune,"""Harriet"" is a necessary movie - it's shocking it has taken this long for a project on this scale - and, as a director, Lemmons atones for some of her screenplay's flaws.","October 31, 2019"
Harriet,Christopher Llewellyn Reed,rotten,Film Festival Today,"As messy as Harriet is, however, Erivo makes much of it at least watchable. May she find a future project worthy of her talent.","October 31, 2019"
Harriet,Steve Davis,fresh,Austin Chronicle,"This Harriet Tubman has become a fierce social warrior, a wonder woman who deserves her own action figure.","October 31, 2019"
Harriet,Preston Barta,rotten,Denton Record-Chronicle,"'Harriet' occasionally has the power to move, but the lens in which it is presented plays like a safely packaged TV production without the raw intensity it needs to move mountains.","October 31, 2019"
Harriet,Chris Barsanti,fresh,PopMatters,"Cynthia Erivo's transcendent turn as Union spy, escaped slave, and Underground Railroad conductor Harriet Tubman shines through Kasi Lemmons' heroic but oversimplified biopic.","October 31, 2019"
Harriet,Edwin Arnaudin,rotten,Asheville Movies,A Lifetime movie treatment of an extraordinary woman's daring deeds.,"October 31, 2019"
Harriet,Jeff Beck,fresh,The Blu Spot,"Harriet works as a reverent biopic about the famed freedom fighter, telling Tubman's story with beauty and grace, while never fully losing sight of its power and importance.","October 31, 2019"
Harriet,Neil Pond,fresh,Parade Magazine,"Some things take time, as Harriet Tubman knew. But her remarkable achievements will live forever, and 'Harriet' finally, fittingly frames her story in the Hollywood dimensions it has long deserved.","October 31, 2019"
Harriet,Angela L. Harmon,fresh,Phindie,"No non-white person gets the historical biopic treatment free from hitting that deep, shared national nerve at their own expense. But that's why you've never seen a movie like Harriet.","October 31, 2019"
Harriet,Karen Gordon,fresh,Original Cin,Co-writer/director Kasi Lemmons' biopic is long and somewhat melodramatic but gives the heroic slave-turned-abolitionist Harriet Tubman her due.,"October 30, 2019"
Harriet,Hope Madden,fresh,Columbus Underground,Erivo will make you a believer.,"October 30, 2019"
Harriet,James Berardinelli,fresh,ReelViews,"Erivo is a standout in this modest, well-intentioned story of courage and inspiration, and is worthy of consideration when Oscar nominations are handed out.","October 30, 2019"
Harriet,Grace Randolph,fresh,Beyond the Trailer,"Nuanced & moving portrayal not just of Harriet Tubman, but the fight against slavery. If, for some reason, you need convincing Harriet belongs on the $20 bill, watch this movie.","October 30, 2019"
Harriet,Kristian M. Lin,rotten,Fort Worth Weekly,"[Cynthia Erivo] deserves a better vehicle, and Harriet Tubman deserves a better biopic (and to be on the $20 bill). Instead, Harriet is what we're stuck with.","October 30, 2019"
Harriet,Martha K. Baker,fresh,KDHX (St. Louis),"Cynthia Erivo becomes mighty in the role, singing and speechifying as she rises in glory.","October 30, 2019"
Harriet,Aaron Neuwirth,fresh,We Live Entertainment,"As it stands, there's clearly a lot of sentimentality working as a way to smooth over some of the film's rougher edges.","October 30, 2019"
Harriet,Sean Collier,fresh,Pittsburgh Magazine,"It works well enough as a movie, but is far better as a reminder and a tribute.","October 30, 2019"
Harriet,Joi Childs,fresh,IGN Movies,"Harriet has the best intentions, but despite a powerful lead performance by Cynthia Erivo, the film feels bereft of originality.","October 30, 2019"
Harriet,Peter Martin,fresh,ScreenAnarchy,"Marked by a stand-out lead performance, 'Harriet' is permeated with a positive spirit that fairly well demands action.","October 30, 2019"
Harriet,Christopher Lloyd,fresh,The Film Yap,"Rather than sanitizing or deifying a great American historical figure, Harriet breathes urgent knew life into the legendary Underground Railroad conductor.","October 30, 2019"
Harriet,Moira MacDonald,fresh,Seattle Times,"Erivo, like the real-life Tubman, is a tiny woman, barely 5 feet tall, but the forcefulness of her voice and her presence brings ""Harriet"" to vivid life.","October 30, 2019"
Harriet,Jeffrey M. Anderson,fresh,Combustible Celluloid,"For her superb new ""Harriet,"" Kasi Lemmons has daringly taken a positive approach, inviting viewers into her narrative, rather than talking down to them.","October 29, 2019"
Harriet,Mick LaSalle,fresh,San Francisco Chronicle,"It feels like a movie perhaps a bit more than it should. Still, it's effective and, at times, moving, and it has a major asset in Erivo.","October 29, 2019"
Harriet,MaryAnn Johanson,fresh,Flick Filosopher,"Tubman's heroics are excellent movie-movie fodder. This 'origin story' embraces her towering legend and her profound symbolic power, finally sliding her into the epic American pop-culture narrative.","October 29, 2019"
Harriet,Scott Mendelson,fresh,Forbes,"Yes, it's a conventional biopic, but that's part of the appeal (considering who it's about) and it's a well-made version of a reliable cinematic formula.","October 29, 2019"
Harriet,Pamela Powell,fresh,Reel Honest Reviews,"Harriet is filled with memorable situations and performances, but more importantly, it gives us a more complete understanding of American history.","October 29, 2019"
Harriet,Mike Reyes,rotten,CinemaBlend,"[W]ith the stylistic flourishes and over-dramatized moments that are typical of a more routine cinematic experiences, the film weighs itself down to an unfortunate degree that hampers pieces of the entire movie.","October 29, 2019"
Harriet,Brooke Obie,rotten,Shadow and Act,"Though Harriet has the ingredients for an impactful cinematic experience--an empowered Black woman protagonist, Black love and Black revolutionaries--the film has too many problems that were never resolved.","October 28, 2019"
Harriet,Andrea Chase,fresh,Killer Movie Reviews,"The brutality is ritualized, the ending no surprise, with only an inspired and counterintuitively quiet performance by Cynthia Erivo in the title role to elevate the proceedings.","October 28, 2019"
Harriet,Deborah Sengupta Stith,fresh,Austin American-Statesman,"The story of Tubman, an American hero who escaped slavery, then risked her life again and again, leading roughly 70 enslaved people to freedom on the Underground Railroad, still feels like essential viewing.","October 28, 2019"
Harriet,Clint Worthington,rotten,Consequence of Sound,"It feels like the kind of well-meaning prestige picture that high school history teachers will throw on one afternoon during a slow period; easy to digest, but not interesting or complicated enough to engage with.","October 28, 2019"
Harriet,Richard Brody,fresh,New Yorker,"The intensity and the lyrical fervor of Kasi Lemmons's direction lend this historical drama, about Harriet Tubman's escape from slavery and her work with the Underground Railroad, the exalted energy of secular scripture.","October 28, 2019"
Harriet,Harvey S. Karten,fresh,Shockya.com,Harriet Tubman must be grinning widely from her grave.,"October 26, 2019"
Harriet,Rachel Wagner,fresh,rachelsreviews.net,It will help inspire school-children and families to be as brave as Harriet,"October 24, 2019"
Harriet,Asher Luberto,rotten,Willamette Week,"Lemmons is the first to tell Harriet's story on the big screen, and she's done it in a way you could bring the kids if you wanted to. But why would you want to when the lead is devoid of emotion?","October 23, 2019"
Harriet,Sandy Schaefer,fresh,ScreenRant,"Though it's weighed down by its hackneyed biopic framework, Harriet has a spirit and heart befitting of its daring namesake and her legacy.","October 22, 2019"
Harriet,Alexa Dalby,fresh,Dog and Wolf,"Harriet is a thriller, an adventure and almost a superhero movie at times... It's an inspirational story of a woman who became a national hero as an abolitionist and later a fighter for women's rights.","October 17, 2019"
Harriet,Sarah Manvel,fresh,Critic's Notebook,For [Kasi Lemmons] to tell the story of Tubman's life is a marriage of subject and filmmaker such that we rarely get to see.,"October 14, 2019"
Harriet,Robert Kojder,rotten,Flickering Myth,"Harriet somehow takes every one of the iconic figure's legendary achievements the film touches on and rolls them out at such breakneck speed that none of them register as engaging, courageous and perilous acts of survival and heroism","October 11, 2019"
Harriet,Sophie Willard,fresh,The List,"Ultimately, this feels like only a surface-level exploration of an incredible figure - one who surely deserves further filmic attention - but it will rightly ensure that Tubman's story is now more widely known.","October 11, 2019"
